,SalesKey,DateKey,channelKey,StoreKey,ProductKey,PromotionKey,UnitCost,UnitPrice,SalesQuantity,ReturnQuantity,ReturnAmount,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount
2214403,3250638,2013-12-30 00:00:00.000,1,286,398,22,195.24,382.95,13,0,0.0,4,306.36,2538.12,4671.99
1538895,1906221,2013-12-30 00:00:00.000,1,267,119,23,61.17,119.99,26,0,0.0,1,17.9985,1590.42,3101.7415
1698976,2128234,2013-12-30 00:00:00.000,1,259,85,23,45.98,99.99,13,0,0.0,1,14.9985,597.74,1284.8715
1698950,2079636,2013-12-30 00:00:00.000,1,280,1172,23,215.15,422.0,13,0,0.0,1,63.3,2796.95,5422.7
2161131,3277840,2013-12-30 00:00:00.000,1,193,100,22,55.18,120.0,13,0,0.0,0,0.0,717.34,1560.0
316845,953744,2013-12-30 00:00:00.000,1,156,58,22,79.53,156.0,26,0,0.0,0,0.0,2067.78,4056.0
1698949,2077106,2013-12-30 00:00:00.000,1,273,1354,23,13.33,28.99,13,0,0.0,1,4.3485,173.29,372.5215
1698899,1965843,2013-12-30 00:00:00.000,1,255,1122,23,152.68,332.0,13,0,0.0,1,49.8,1984.84,4266.2
1698593,2912085,2013-12-30 00:00:00.000,1,275,477,23,205.09,619.0,13,0,0.0,4,371.4,2666.17,7675.6
637489,690233,2013-12-30 00:00:00.000,2,199,140,22,229.93,499.99,13,0,0.0,3,299.994,2989.09,6199.876
2161226,3373818,2013-12-30 00:00:00.000,1,146,520,22,224.97,679.0,13,0,0.0,0,0.0,2924.61,8827.0
1545311,2089288,2013-12-30 00:00:00.000,4,309,1407,28,8.16,16.0,16,0,0.0,4,12.8,130.56,243.2
2161230,3376010,2013-12-30 00:00:00.000,1,155,914,22,44.1,95.9,13,0,0.0,0,0.0,573.3,1246.7
988169,1203826,2013-12-30 00:00:00.000,2,307,580,23,254.4,499.0,13,1,499.0,0,0.0,3052.8,6487.0
1538775,2994378,2013-12-30 00:00:00.000,1,302,228,23,137.6,269.9,26,0,0.0,2,80.97,3577.6,6936.43
2179468,3171726,2013-12-30 00:00:00.000,4,309,380,28,430.38,1299.0,24,0,0.0,8,2078.4,10329.12,29097.6
567480,177075,2013-12-30 00:00:00.000,4,309,953,28,86.68,188.5,8,0,0.0,4,150.8,693.44,1357.2
613650,641210,2013-12-30 00:00:00.000,1,252,691,23,78.19,236.0,6,0,0.0,3,106.2,469.14,1309.8
1698825,1834667,2013-12-30 00:00:00.000,1,251,1520,23,128.76,280.0,13,0,0.0,1,42.0,1673.88,3598.0
1698304,2280918,2013-12-30 00:00:00.000,1,293,1235,23,385.37,838.0,13,0,0.0,4,502.8,5009.81,10391.2
2002721,2746750,2013-12-30 00:00:00.000,2,306,303,28,287.92,869.0,8,1,869.0,1,173.8,2015.44,6778.2
1699273,2759175,2013-12-30 00:00:00.000,1,258,235,23,264.72,799.0,13,0,0.0,1,119.85,3441.36,10267.15
647810,46231,2013-12-30 00:00:00.000,1,278,1416,23,141.64,308.0,13,0,0.0,4,184.8,1841.32,3819.2
481875,1046685,2013-12-30 00:00:00.000,2,307,888,23,25.49,50.0,26,0,0.0,4,30.0,662.74,1270.0
713995,1492880,2013-12-30 00:00:00.000,4,308,1159,22,503.61,1520.0,12,0,0.0,6,1824.0,6043.32,16416.0
2037084,1739311,2013-12-30 00:00:00.000,1,251,405,23,321.44,699.0,13,1,699.0,0,0.0,3857.28,9087.0
567635,937778,2013-12-30 00:00:00.000,4,309,152,28,392.6,1184.97,8,0,0.0,4,947.976,3140.8,8531.784
2211872,3343137,2013-12-30 00:00:00.000,1,277,1098,23,157.73,343.0,13,0,0.0,1,51.45,2050.49,4407.55
1649181,1907971,2013-12-30 00:00:00.000,2,199,1124,22,217.68,657.0,6,0,0.0,3,394.2,1306.08,3547.8
316479,243372,2013-12-30 00:00:00.000,1,44,1066,22,143.48,312.0,26,0,0.0,0,0.0,3730.48,8112.0
663302,713356,2013-12-30 00:00:00.000,1,53,604,22,254.4,499.0,13,0,0.0,4,399.2,3307.2,6087.8
1649171,1859311,2013-12-30 00:00:00.000,2,199,428,22,321.05,969.0,6,0,0.0,4,775.2,1926.3,5038.8
1614820,2930577,2013-12-30 00:00:00.000,2,306,258,28,224.87,489.0,8,0,0.0,1,97.8,1798.96,3814.2
663314,728269,2013-12-30 00:00:00.000,1,140,1022,22,84.84,184.5,13,0,0.0,4,147.6,1102.92,2250.9
601738,1426158,2013-12-30 00:00:00.000,2,199,623,22,827.97,2499.0,6,0,0.0,2,999.6,4967.82,13994.4
1616486,2949236,2013-12-30 00:00:00.000,4,309,1497,28,122.78,267.0,8,0,0.0,1,53.4,982.24,2082.6
316493,268313,2013-12-30 00:00:00.000,1,91,801,22,10.15,19.9,26,0,0.0,0,0.0,263.9,517.4
647800,31444,2013-12-30 00:00:00.000,1,281,1365,23,13.33,28.99,13,0,0.0,4,17.394,173.29,359.476
1713176,1742579,2013-12-30 00:00:00.000,1,191,1168,22,275.92,600.0,13,0,0.0,2,240.0,3586.96,7560.0
1717501,3011920,2013-12-30 00:00:00.000,1,31,399,22,275.46,599.0,13,0,0.0,3,359.4,3580.98,7427.6
2029797,2413799,2013-12-30 00:00:00.000,4,308,2506,22,2.42,4.74,520,1,4.74,0,0.0,1258.4,2464.8
1545893,2068305,2013-12-30 00:00:00.000,4,309,343,28,364.12,1099.0,16,0,0.0,7,1538.6,5825.92,16045.4
2187474,3178893,2013-12-30 00:00:00.000,1,23,2489,22,7.64,14.99,520,0,0.0,1,2.998,3972.8,7791.802
316505,294394,2013-12-30 00:00:00.000,1,89,1288,22,39.76,77.99,26,0,0.0,0,0.0,1033.76,2027.74
316506,294875,2013-12-30 00:00:00.000,1,193,943,22,21.41,41.99,26,0,0.0,0,0.0,556.66,1091.74
1713231,1799363,2013-12-30 00:00:00.000,1,132,604,22,254.4,499.0,13,0,0.0,2,199.6,3307.2,6287.4
1714321,2903324,2013-12-30 00:00:00.000,1,130,626,22,116.75,229.0,13,0,0.0,2,91.6,1517.75,2885.4
1698156,1958540,2013-12-30 00:00:00.000,1,264,1601,23,73.57,159.99,13,0,0.0,4,95.994,956.41,1983.876
481897,1279320,2013-12-30 00:00:00.000,2,307,139,23,229.93,499.99,26,0,0.0,4,299.994,5978.18,12699.746
2198265,3209278,2013-12-30 00:00:00.000,1,220,1235,28,385.37,838.0,8,0,0.0,2,335.2,3082.96,6368.8
1659201,2089787,2013-12-30 00:00:00.000,1,255,1655,23,96.08,289.99,6,0,0.0,1,43.4985,576.48,1696.4415
1696707,1944944,2013-12-30 00:00:00.000,1,277,83,23,45.98,99.99,13,0,0.0,3,44.9955,597.74,1254.8745
1698082,1792888,2013-12-30 00:00:00.000,1,301,260,23,155.89,339.0,13,0,0.0,4,203.4,2026.57,4203.6
663246,664731,2013-12-30 00:00:00.000,1,42,728,22,90.13,196.0,13,0,0.0,4,156.8,1171.69,2391.2
2012910,2323638,2013-12-30 00:00:00.000,1,204,959,28,66.26,200.0,8,1,200.0,3,120.0,463.82,1480.0
632707,1039050,2013-12-30 00:00:00.000,3,200,425,22,188.13,369.0,13,0,0.0,4,295.2,2445.69,4501.8
1699413,3025153,2013-12-30 00:00:00.000,1,259,840,23,18.35,39.9,13,0,0.0,1,5.985,238.55,512.715
1714301,2886802,2013-12-30 00:00:00.000,1,93,290,22,244.72,480.0,13,0,0.0,2,192.0,3181.36,6048.0
1405161,2185912,2013-12-30 00:00:00.000,4,310,1337,23,21.82,47.44,13,0,0.0,0,0.0,283.66,616.72
2029554,2314256,2013-12-30 00:00:00.000,2,307,1613,23,56.08,109.99,104,3,329.97,8,131.988,5832.32,11306.972
2029586,3089084,2013-12-30 00:00:00.000,3,200,1423,22,86.91,189.0,130,3,567.0,12,453.6,11298.3,24116.4
2211874,3345875,2013-12-30 00:00:00.000,1,301,412,23,195.24,382.95,13,0,0.0,1,57.4425,2538.12,4920.9075
664378,977848,2013-12-30 00:00:00.000,1,85,342,22,275.46,599.0,13,0,0.0,2,239.6,3580.98,7547.4
2185187,3239335,2013-12-30 00:00:00.000,4,309,308,28,229.93,500.0,16,0,0.0,4,400.0,3678.88,7600.0
1717358,2840665,2013-12-30 00:00:00.000,1,282,344,22,186.6,366.0,13,0,0.0,3,219.6,2425.8,4538.4
1649228,2274859,2013-12-30 00:00:00.000,2,199,111,22,82.83,249.99,6,0,0.0,2,99.996,496.98,1399.944
1649227,2265634,2013-12-30 00:00:00.000,2,199,1570,22,131.87,398.0,6,0,0.0,1,79.6,791.22,2308.4
316368,24941,2013-12-30 00:00:00.000,1,79,379,22,166.2,326.0,26,0,0.0,0,0.0,4321.2,8476.0
316371,42807,2013-12-30 00:00:00.000,1,123,974,22,68.06,148.0,26,0,0.0,0,0.0,1769.56,3848.0
567270,654240,2013-12-30 00:00:00.000,4,309,552,28,827.97,2499.0,8,0,0.0,1,499.8,6623.76,19492.2
1659227,2301242,2013-12-30 00:00:00.000,1,257,53,23,98.07,296.0,6,0,0.0,1,44.4,588.42,1731.6
637440,396843,2013-12-30 00:00:00.000,2,199,955,22,90.55,196.9,13,0,0.0,3,118.14,1177.15,2441.56
1713233,1800716,2013-12-30 00:00:00.000,1,116,62,22,83.24,181.0,13,0,0.0,2,72.4,1082.12,2280.6
1649121,2964860,2013-12-30 00:00:00.000,4,308,1290,22,121.45,366.55,6,0,0.0,1,73.31,728.7,2125.99
1648968,1680433,2013-12-30 00:00:00.000,4,308,444,22,304.48,919.0,6,0,0.0,3,551.4,1826.88,4962.6
609956,512910,2013-12-30 00:00:00.000,1,27,386,22,430.38,1299.0,6,0,0.0,1,259.8,2582.28,7534.2
481451,1396766,2013-12-30 00:00:00.000,2,307,191,23,33.65,66.0,26,0,0.0,2,19.8,874.9,1696.2
481450,1385405,2013-12-30 00:00:00.000,2,307,1553,23,123.24,268.0,26,0,0.0,2,80.4,3204.24,6887.6
1649038,2319204,2013-12-30 00:00:00.000,4,308,1182,22,516.86,1560.0,6,0,0.0,3,936.0,3101.16,8424.0
1713386,1952939,2013-12-30 00:00:00.000,1,86,636,22,459.4,999.0,13,0,0.0,2,399.6,5972.2,12587.4
1649027,2200326,2013-12-30 00:00:00.000,4,308,1181,22,523.49,1580.0,6,0,0.0,1,316.0,3140.94,9164.0
2198370,3388227,2013-12-30 00:00:00.000,1,216,1334,28,16.55,35.99,8,0,0.0,2,14.396,132.4,273.524
2185253,3368310,2013-12-30 00:00:00.000,4,309,1349,28,5.09,9.99,16,0,0.0,3,5.994,81.44,153.846
1616723,2614123,2013-12-30 00:00:00.000,4,309,668,28,67.6,147.0,8,0,0.0,2,58.8,540.8,1117.2
1659262,2546128,2013-12-30 00:00:00.000,1,301,623,23,827.97,2499.0,6,0,0.0,1,374.85,4967.82,14619.15
1364646,2269720,2013-12-30 00:00:00.000,1,72,514,22,22.86,69.0,26,0,0.0,0,0.0,594.36,1794.0
1543112,1987778,2013-12-30 00:00:00.000,1,63,923,22,1.01,1.99,26,0,0.0,1,0.398,26.26,51.342
988935,975495,2013-12-30 00:00:00.000,1,57,391,22,321.44,699.0,13,1,699.0,0,0.0,3857.28,9087.0
1713408,1972862,2013-12-30 00:00:00.000,1,158,122,22,128.76,279.99,13,0,0.0,2,111.996,1673.88,3527.874
481399,742993,2013-12-30 00:00:00.000,2,307,118,23,86.67,169.99,26,0,0.0,2,50.997,2253.42,4368.743
601565,246139,2013-12-30 00:00:00.000,2,199,1564,22,100.06,302.0,6,0,0.0,1,60.4,600.36,1751.6
1713416,1980884,2013-12-30 00:00:00.000,1,35,289,22,243.27,529.0,13,0,0.0,2,211.6,3162.51,6665.4
988929,950748,2013-12-30 00:00:00.000,1,178,232,22,252.47,549.0,13,1,549.0,0,0.0,3029.64,7137.0
1648981,1817097,2013-12-30 00:00:00.000,4,308,884,22,49.7,150.0,6,0,0.0,2,60.0,298.2,840.0
481312,1459035,2013-12-30 00:00:00.000,2,307,1576,23,6.62,12.99,26,0,0.0,3,5.8455,172.12,331.8945
663484,902031,2013-12-30 00:00:00.000,1,92,252,22,183.54,360.0,13,0,0.0,4,288.0,2386.02,4392.0
481308,1444274,2013-12-30 00:00:00.000,2,307,817,23,4.84,9.5,26,0,0.0,3,4.275,125.84,242.725
1619175,2474196,2013-12-30 00:00:00.000,1,205,18,28,50.56,109.95,8,0,0.0,3,65.97,404.48,813.63
1661772,3038465,2013-12-30 00:00:00.000,1,117,885,22,49.7,150.0,6,0,0.0,2,60.0,298.2,840.0
1714485,3076170,2013-12-30 00:00:00.000,1,125,666,22,74.96,163.0,13,0,0.0,2,65.2,974.48,2053.8
1538647,2483347,2013-12-30 00:00:00.000,1,276,988,23,68.06,148.0,26,0,0.0,2,44.4,1769.56,3803.6
1615242,3094862,2013-12-30 00:00:00.000,2,306,123,28,128.76,279.99,8,0,0.0,2,111.996,1030.08,2127.924
713955,124573,2013-12-30 00:00:00.000,4,308,1625,22,72.56,219.0,12,0,0.0,1,43.8,870.72,2584.2
1714512,3103442,2013-12-30 00:00:00.000,1,125,629,22,99.06,299.0,13,0,0.0,2,119.6,1287.78,3767.4
1649119,2946667,2013-12-30 00:00:00.000,4,308,1549,22,128.88,389.0,6,0,0.0,3,233.4,773.28,2100.6
1649102,2860374,2013-12-30 00:00:00.000,4,308,1624,22,72.56,219.0,6,0,0.0,3,131.4,435.36,1182.6
1405203,2551697,2013-12-30 00:00:00.000,4,310,1208,23,409.28,890.0,13,0,0.0,0,0.0,5320.64,11570.0
481632,394683,2013-12-30 00:00:00.000,2,307,1065,23,194.82,588.0,26,0,0.0,6,529.2,5065.32,14758.8
1698221,2113923,2013-12-30 00:00:00.000,1,251,152,23,392.6,1184.97,13,0,0.0,4,710.982,5103.8,14693.628
481618,254070,2013-12-30 00:00:00.000,2,307,936,23,36.33,79.0,26,0,0.0,8,94.8,944.58,1959.2
481576,1392675,2013-12-30 00:00:00.000,2,307,806,23,8.11,15.9,26,0,0.0,1,2.385,210.86,411.015
1713296,1860291,2013-12-30 00:00:00.000,1,160,1013,22,76.53,231.0,13,0,0.0,2,92.4,994.89,2910.6
1698227,2129397,2013-12-30 00:00:00.000,1,301,83,23,45.98,99.99,13,0,0.0,4,59.994,597.74,1239.876
664725,358548,2013-12-30 00:00:00.000,1,71,480,22,128.3,279.0,13,0,0.0,2,111.6,1667.9,3515.4
1545704,3036996,2013-12-30 00:00:00.000,4,309,60,28,79.53,156.0,16,0,0.0,1,31.2,1272.48,2464.8
2185209,3275931,2013-12-30 00:00:00.000,4,309,385,28,166.2,326.0,16,0,0.0,2,130.4,2659.2,5085.6
601742,1476587,2013-12-30 00:00:00.000,2,199,1524,22,151.76,330.0,6,0,0.0,1,66.0,910.56,1914.0
1543064,1895993,2013-12-30 00:00:00.000,1,133,1082,22,139.8,304.0,26,0,0.0,1,60.8,3634.8,7843.2
1713314,1876142,2013-12-30 00:00:00.000,1,58,456,22,257.06,559.0,13,0,0.0,2,223.6,3341.78,7043.4
481563,1129539,2013-12-30 00:00:00.000,2,307,9,23,30.58,59.99,26,0,0.0,1,8.9985,795.08,1550.7415
1649073,2598349,2013-12-30 00:00:00.000,4,308,114,22,82.83,249.99,6,0,0.0,3,149.994,496.98,1349.946
566417,1560967,2013-12-30 00:00:00.000,2,306,479,28,119.11,259.0,8,0,0.0,2,103.6,952.88,1968.4
481476,147057,2013-12-30 00:00:00.000,2,307,615,23,116.75,229.0,26,0,0.0,1,34.35,3035.5,5919.65
1538959,2168622,2013-12-30 00:00:00.000,1,254,838,23,7.9,15.5,26,0,0.0,1,2.325,205.4,400.675
1539612,2335549,2013-12-30 00:00:00.000,4,308,909,22,52.0,102.0,26,0,0.0,1,20.4,1352.0,2631.6
1544440,2244854,2013-12-30 00:00:00.000,2,199,32,22,84.49,255.0,26,0,0.0,5,255.0,2196.74,6375.0
1697756,2695496,2013-12-30 00:00:00.000,1,257,861,23,13.77,29.95,13,0,0.0,2,8.985,179.01,380.365
490961,1419519,2013-12-30 00:00:00.000,1,255,457,23,112.14,219.95,26,0,0.0,3,98.9775,2915.64,5619.7225
1664557,2038406,2013-12-30 00:00:00.000,1,144,204,22,367.43,1109.0,6,0,0.0,3,665.4,2204.58,5988.6
1363878,1883519,2013-12-30 00:00:00.000,2,307,751,23,5.86,11.5,26,0,0.0,0,0.0,152.36,299.0
518010,1419269,2013-12-30 00:00:00.000,2,306,879,28,6.63,13.0,32,0,0.0,5,13.0,212.16,403.0
313942,263730,2013-12-30 00:00:00.000,1,218,1246,28,80.55,158.0,16,0,0.0,0,0.0,1288.8,2528.0
1544073,3124197,2013-12-30 00:00:00.000,2,199,892,22,30.58,59.99,26,0,0.0,1,11.998,795.08,1547.742
1987381,2703275,2013-12-30 00:00:00.000,1,302,1065,23,194.82,588.0,13,1,588.0,3,264.6,2337.84,7379.4
1538054,1723977,2013-12-30 00:00:00.000,1,298,167,23,35.18,69.0,26,0,0.0,4,41.4,914.68,1752.6
518026,1504191,2013-12-30 00:00:00.000,2,306,1284,28,12.74,24.99,32,0,0.0,3,14.994,407.68,784.686
1697016,2604086,2013-12-30 00:00:00.000,1,279,828,23,10.99,23.9,13,0,0.0,3,10.755,142.87,299.945
1385722,3047913,2013-12-30 00:00:00.000,1,202,18,28,50.56,109.95,8,0,0.0,0,0.0,404.48,879.6
2197474,3299568,2013-12-30 00:00:00.000,2,306,1177,28,330.99,999.0,8,0,0.0,3,599.4,2647.92,7392.6
601537,68025,2013-12-30 00:00:00.000,2,199,38,22,99.14,299.23,6,0,0.0,2,119.692,594.84,1675.688
936652,36183,2013-12-30 00:00:00.000,1,41,645,22,69.25,209.0,13,1,209.0,3,125.4,831.0,2591.6
2197456,3239525,2013-12-30 00:00:00.000,2,306,372,28,348.58,758.0,8,0,0.0,3,454.8,2788.64,5609.2
1538063,1767700,2013-12-30 00:00:00.000,1,255,751,23,5.86,11.5,26,0,0.0,4,6.9,152.36,292.1
2197918,3397824,2013-12-30 00:00:00.000,1,235,141,28,152.94,299.99,8,0,0.0,3,179.994,1223.52,2219.926
664589,180714,2013-12-30 00:00:00.000,1,180,567,22,116.75,229.0,13,0,0.0,2,91.6,1517.75,2885.4
1363564,1874063,2013-12-30 00:00:00.000,1,269,194,23,152.44,299.0,26,0,0.0,0,0.0,3963.44,7774.0
311217,1418413,2013-12-30 00:00:00.000,2,199,67,22,13.1,25.69,52,0,0.0,0,0.0,681.2,1335.88
1711755,1960972,2013-12-30 00:00:00.000,1,162,432,22,254.86,499.9,13,0,0.0,4,399.92,3313.18,6098.78
2197922,3133669,2013-12-30 00:00:00.000,1,213,42,28,106.69,232.0,8,0,0.0,1,46.4,853.52,1809.6
1664554,2016261,2013-12-30 00:00:00.000,1,34,764,22,13.22,39.9,6,0,0.0,3,23.94,79.32,215.46
2214797,3358992,2013-12-30 00:00:00.000,1,25,42,22,106.69,232.0,13,0,0.0,3,139.2,1386.97,2876.8
518001,1392169,2013-12-30 00:00:00.000,2,306,940,28,50.47,99.0,32,0,0.0,5,99.0,1615.04,3069.0
1619350,2810142,2013-12-30 00:00:00.000,1,218,251,28,244.72,480.0,8,0,0.0,3,288.0,1957.76,3552.0
1385712,3031138,2013-12-30 00:00:00.000,1,303,394,28,348.58,758.0,8,0,0.0,0,0.0,2788.64,6064.0
1696988,2562179,2013-12-30 00:00:00.000,1,277,624,23,321.44,699.0,13,0,0.0,3,314.55,4178.72,8772.45
1363523,1723011,2013-12-30 00:00:00.000,1,251,534,23,70.87,139.0,26,0,0.0,0,0.0,1842.62,3614.0
517877,695017,2013-12-30 00:00:00.000,2,306,1243,28,95.85,188.0,32,0,0.0,7,263.2,3067.2,5752.8
311669,1377673,2013-12-30 00:00:00.000,1,179,2509,22,2.07,4.06,520,0,0.0,0,0.0,1076.4,2111.2
1543561,2835402,2013-12-30 00:00:00.000,1,194,673,22,40.28,79.0,26,0,0.0,1,15.8,1047.28,2038.2
1713793,2366108,2013-12-30 00:00:00.000,1,12,1565,22,117.27,255.0,13,0,0.0,2,102.0,1524.51,3213.0
1664574,2117125,2013-12-30 00:00:00.000,1,192,302,22,330.99,999.0,6,0,0.0,3,599.4,1985.94,5394.6
1713791,2362912,2013-12-30 00:00:00.000,1,75,360,22,193.74,380.0,13,0,0.0,2,152.0,2518.62,4788.0
936796,1077566,2013-12-30 00:00:00.000,1,15,541,22,321.44,699.0,13,1,699.0,3,419.4,3857.28,8667.6
638136,1022984,2013-12-30 00:00:00.000,2,199,671,22,73.12,159.0,13,0,0.0,1,31.8,950.56,2035.2
311458,635771,2013-12-30 00:00:00.000,1,10,2499,22,12.09,23.72,520,0,0.0,0,0.0,6286.8,12334.4
2025755,1911935,2013-12-30 00:00:00.000,2,199,846,22,7.95,15.6,52,1,15.6,4,12.48,413.4,798.72
645867,1271639,2013-12-30 00:00:00.000,2,307,267,23,167.73,329.0,13,0,0.0,3,148.05,2180.49,4128.95
600567,368627,2013-12-30 00:00:00.000,3,200,113,22,82.83,249.99,6,0,0.0,4,199.992,496.98,1299.948
1406866,1732292,2013-12-30 00:00:00.000,1,275,725,23,87.37,190.0,13,0,0.0,0,0.0,1135.81,2470.0
1544007,2499211,2013-12-30 00:00:00.000,2,199,1356,22,16.55,35.99,26,0,0.0,1,7.198,430.3,928.542
1544017,2611924,2013-12-30 00:00:00.000,2,199,728,22,90.13,196.0,26,0,0.0,1,39.2,2343.38,5056.8
669185,1307289,2013-12-30 00:00:00.000,1,128,399,22,275.46,599.0,13,0,0.0,3,359.4,3580.98,7427.6
517974,1262716,2013-12-30 00:00:00.000,2,306,1107,28,164.63,358.0,32,0,0.0,11,787.6,5268.16,10668.4
669187,1417298,2013-12-30 00:00:00.000,1,125,383,22,275.46,599.0,13,0,0.0,3,359.4,3580.98,7427.6
2037718,2316690,2013-12-30 00:00:00.000,1,48,639,22,152.08,459.0,13,1,459.0,0,0.0,1824.96,5967.0
1655199,1670617,2013-12-30 00:00:00.000,1,271,1585,23,7.58,22.89,6,0,0.0,4,13.734,45.48,123.606
2185594,3299898,2013-12-30 00:00:00.000,1,222,777,28,7.09,13.9,16,0,0.0,1,2.78,113.44,219.62
1654823,2980698,2013-12-30 00:00:00.000,1,131,1181,22,523.49,1580.0,6,0,0.0,4,1264.0,3140.94,8216.0
518550,75265,2013-12-30 00:00:00.000,2,307,867,23,32.19,69.99,39,0,0.0,7,73.4895,1255.41,2656.1205
663684,1111292,2013-12-30 00:00:00.000,1,96,108,22,61.16,132.99,13,0,0.0,4,106.392,795.08,1622.478
1690297,1956842,2013-12-30 00:00:00.000,4,310,1041,23,76.53,231.0,13,0,0.0,3,103.95,994.89,2899.05
936306,781407,2013-12-30 00:00:00.000,1,88,200,22,252.47,549.0,13,1,549.0,4,439.2,3029.64,6697.8
314118,1112755,2013-12-30 00:00:00.000,1,245,649,28,46.39,91.0,16,0,0.0,0,0.0,742.24,1456.0
2152776,3178846,2013-12-30 00:00:00.000,1,201,385,28,166.2,326.0,16,0,0.0,0,0.0,2659.2,5216.0
1538105,1927804,2013-12-30 00:00:00.000,1,295,1106,23,148.08,322.0,26,0,0.0,4,193.2,3850.08,8178.8
519054,1057998,2013-12-30 00:00:00.000,2,307,796,23,8.62,16.9,52,0,0.0,5,12.675,448.24,866.125
1406174,2073728,2013-12-30 00:00:00.000,2,307,389,23,275.46,599.0,13,0,0.0,0,0.0,3580.98,7787.0
2153174,3148790,2013-12-30 00:00:00.000,1,39,931,22,28.04,55.0,26,0,0.0,0,0.0,729.04,1430.0
633867,1004337,2013-12-30 00:00:00.000,4,308,1421,22,133.36,290.0,13,0,0.0,4,232.0,1733.68,3538.0
637447,467349,2013-12-30 00:00:00.000,2,199,1460,22,137.96,300.0,13,0,0.0,3,180.0,1793.48,3720.0
2153173,3148674,2013-12-30 00:00:00.000,1,116,78,22,18.65,40.55,26,0,0.0,0,0.0,484.9,1054.3
2030848,2518483,2013-12-30 00:00:00.000,3,200,1412,22,132.9,289.0,26,1,289.0,0,0.0,3322.5,7514.0
2197295,3184296,2013-12-30 00:00:00.000,2,306,1502,28,109.91,239.0,8,0,0.0,4,191.2,879.28,1720.8
1697142,2880511,2013-12-30 00:00:00.000,1,269,1644,23,26.62,57.88,13,0,0.0,3,26.046,346.06,726.394
1697161,2935937,2013-12-30 00:00:00.000,1,295,1353,23,12.41,26.99,13,0,0.0,3,12.1455,161.33,338.7245
519101,1506749,2013-12-30 00:00:00.000,2,307,790,23,13.0,25.5,52,0,0.0,6,22.95,676.0,1303.05
314246,385856,2013-12-30 00:00:00.000,4,309,1608,28,56.08,109.99,16,0,0.0,0,0.0,897.28,1759.84
936224,331729,2013-12-30 00:00:00.000,1,196,1504,22,95.65,208.0,13,1,208.0,4,166.4,1147.8,2537.6
1363849,3107206,2013-12-30 00:00:00.000,1,299,801,23,10.15,19.9,26,0,0.0,0,0.0,263.9,517.4
2153158,3366160,2013-12-30 00:00:00.000,4,308,644,22,40.28,79.0,26,0,0.0,0,0.0,1047.28,2054.0
1548258,2762603,2013-12-30 00:00:00.000,1,247,649,28,46.39,91.0,16,0,0.0,2,36.4,742.24,1419.6
2211919,3160434,2013-12-30 00:00:00.000,1,252,1117,23,144.52,436.2,13,0,0.0,4,261.72,1878.76,5408.88
2010096,2390895,2013-12-30 00:00:00.000,1,41,2492,22,12.74,24.99,520,1,24.99,2,9.996,6624.8,12984.804
936320,932098,2013-12-30 00:00:00.000,1,168,1061,22,194.82,588.0,13,1,588.0,4,470.4,2337.84,7173.6
2270160,3323089,2013-12-30 00:00:00.000,4,308,1152,22,331.32,1000.0,52,2,2000.0,9,1800.0,16566.0,50200.0
491507,398617,2013-12-30 00:00:00.000,1,258,1589,23,5.09,9.99,26,0,0.0,2,2.997,132.34,256.743
518596,1041600,2013-12-30 00:00:00.000,2,307,1545,23,123.24,268.0,39,0,0.0,7,281.4,4806.36,10170.6
491501,370060,2013-12-30 00:00:00.000,1,252,75,23,17.45,37.95,26,0,0.0,2,11.385,453.7,975.315
1987323,1719694,2013-12-30 00:00:00.000,1,261,285,23,167.73,329.0,13,1,329.0,3,148.05,2012.76,4128.95
490970,1458548,2013-12-30 00:00:00.000,1,302,167,23,35.18,69.0,26,0,0.0,3,31.05,914.68,1762.95
634221,1330816,2013-12-30 00:00:00.000,4,308,1211,22,390.88,850.0,13,0,0.0,2,340.0,5081.44,10710.0
1987319,1671963,2013-12-30 00:00:00.000,1,264,959,23,66.26,200.0,13,1,200.0,3,90.0,795.12,2510.0
1618947,2039763,2013-12-30 00:00:00.000,1,245,868,28,32.19,69.99,8,0,0.0,3,41.994,257.52,517.926
1544113,1996429,2013-12-30 00:00:00.000,2,199,630,22,115.43,251.0,26,0,0.0,3,150.6,3001.18,6375.4
1654797,2887461,2013-12-30 00:00:00.000,1,108,993,22,143.26,281.0,6,0,0.0,4,224.8,859.56,1461.2
314044,780130,2013-12-30 00:00:00.000,1,226,1002,28,68.06,148.0,16,0,0.0,0,0.0,1088.96,2368.0
1538084,1839704,2013-12-30 00:00:00.000,1,269,847,23,7.95,15.6,26,0,0.0,4,9.36,206.7,396.24
1987310,3105928,2013-12-30 00:00:00.000,1,281,861,23,13.77,29.95,13,1,29.95,1,4.4925,165.24,384.8575
936339,1076515,2013-12-30 00:00:00.000,1,193,361,22,198.32,389.0,13,1,389.0,4,311.2,2379.84,4745.8
1384894,2930027,2013-12-30 00:00:00.000,4,309,1460,28,137.96,300.0,8,0,0.0,0,0.0,1103.68,2400.0
1617947,1645736,2013-12-30 00:00:00.000,1,239,1445,28,123.24,268.0,8,0,0.0,1,53.6,985.92,2090.4
491491,342717,2013-12-30 00:00:00.000,1,267,1271,23,3.54,6.95,26,0,0.0,2,2.085,92.04,178.615
